Index;ALTER;NETTOEIN;FERNSEHG;ARBEITSS;COMPUTER;KRANK_12;WOHNFLAE;KOEPERGR;GEWICHT
668;61;99997;120;0;3;996;148;170;115
669;69;770;120;0;0;996;150;174;102
670;21;0;75;0;0,5;996;160;168;94
671;67;400;9996;0;0;996;130;168;80
672;44;1188;60;53,5;4;0;135;168;65
673;67;0;90;0;0;996;998;159;95
674;32;203;330;0;0;996;65;164;78
675;39;900;150;60;2,5;0;77;184;82
676;51;1000;60;40,5;10;14;135;184;80
677;38;350;150;0;0;996;998;160;81
678;41;450;240;0;14,5;996;60;177;68
679;57;1400;180;0;0;996;106;193;97
680;81;600;240;0;0;996;80;170;100
681;60;400;120;17,5;999,9;0;65;169;70
682;72;600;270;0;0;996;68;158;84
683;27;1400;9996;35;0;14;39;200;75
684;42;99999;360;0;0;996;65;180;95
685;29;99997;300;999,9;20;0;75;180;82
686;71;700;120;0;0;996;140;163;71
687;35;1600;240;40;0;4;71;171;80
688;51;2200;120;45;2;15;100;183;87
689;62;610;210;0;0;996;64;179;110
690;40;750;120;15;0;0;120;172;97
691;81;725;300;0;0;996;58;148;83
692;45;0;210;0;0;996;112;167;93
693;76;1350;180;0;0;996;75;167;65
694;56;350;120;20;0;3;69;165;81
695;32;500;300;0;0;996;65;170;999
696;71;0;120;0;0;996;110;162;112
697;90;2000;180;0;0;996;130;182;83
698;40;1000;60;70;0;0;58;175;90
699;18;0;180;0;1;996;350;191;99
700;21;99997;45;999,9;1;7;108;998;70
701;64;0;270;0;0;996;998;157;56
702;27;650;300;0;0;996;86;185;80
703;38;0;9999;0;0;996;100;156;72
704;73;1041;10;0;0;996;120;175;69
705;45;3500;90;50;5;0;150;177;69
706;42;400;150;0;1;996;73;170;59
707;66;900;150;0;0;996;74;160;84
708;21;850;300;0;0;996;67;169;70
709;19;0;210;0;10;996;85;185;87
710;59;1300;240;60;20;0;132;174;85
711;49;1700;150;0;0;996;108;190;92
712;18;0;240;0;30;996;50;173;85
713;82;3100;140;0;0;996;105;172;75
714;45;1300;240;58;6;15;51;188;52
715;65;1500;120;0;10;996;80;187;72
716;20;1080;90;38,5;4;5;180;160;65
717;32;700;120;25;1;0;80;168;75
718;36;1000;120;20;4;11;120;174;55
719;35;2500;180;80;0;0;100;166;140
720;43;99997;180;0;2;996;50;153;82
721;19;0;180;0;2;996;998;190;89
722;64;780;180;0;2;996;160;174;50
723;47;1250;180;40;5;10;60;176;74
724;27;500;360;0;30;996;72;185;73
725;43;1000;120;40;0;0;90;184;79
726;39;1500;270;35;999,9;110;70;192;72
727;83;1500;195;0;0;996;80;160;105
728;37;1050;180;49,5;2,5;0;118;187;105
729;38;300;360;0;0;996;32;183;85
730;52;1500;120;50;2;0;140;170;67
731;54;800;360;0;3;996;66;171;84
732;20;0;240;0;0;996;86;171;65
733;62;2125;180;20;0;998;135;176;72
734;45;3000;90;45;8;0;300;170;120
735;22;0;150;0;15;996;250;182;67
736;73;2600;240;0;0;996;135;176;80
737;35;1200;180;48;10;0;60;176;43
738;41;99997;60;31,5;0,5;15;118;164;54
739;23;900;60;60;1;0;55;173;120
740;33;300;120;0;10;996;998;164;68
741;20;800;120;41;10;7;80;186;115
742;43;1200;120;35;0,5;5;126;158;73
743;62;680;180;0;0;996;124;164;75
744;91;590;300;0;0;996;50;170;80
745;73;99997;240;0;0;996;998;164;85
746;48;1600;120;40;8;5;104;176;56
747;43;1375;180;37;1;8;148;170;75
748;65;610;210;0;0;996;86;164;64
749;37;850;60;0;1;996;125;162;75
750;73;685;195;0;0;996;65;174;999
751;62;320;300;0;0;996;83;163;60
752;67;341;180;0;0;996;90;162;90
753;70;500;300;0;0;996;149;174;84
754;51;99997;60;999,9;3;0;200;183;96
755;22;900;60;0;2;996;998;174;80
756;78;1334;120;0;0;996;130;156;65
757;37;700;120;0;0;996;76;170;120
758;48;0;90;0;0;996;123;167;93
759;24;99999;150;0;4,5;996;23;178;69
760;55;2300;180;38;4;5;59;180;83
761;44;590;240;0;0;996;60;170;95
762;36;2200;80;45;5;8;70;187;65
763;44;900;90;0;0;996;135;164;103
764;41;1700;90;38,5;4;3;105;162;95
765;48;99997;120;65;999,9;0;150;165;85
766;79;800;300;0;0;996;56;172;60
767;60;99997;120;48;2;0;140;173;58
768;74;1900;330;0;0;996;49;163;70
769;41;1900;120;40;1;5;119;184;62
770;46;800;150;40;0;3;100;167;62
771;24;1200;120;40;0;0;72;185;68
772;66;370;240;0;0;996;45;160;78
773;33;1000;120;10;4;0;140;169;53
774;41;2500;60;40;3,5;0;150;180;83
775;47;1500;120;33;1;0;60;172;65
776;18;99997;120;40;10;7;100;188;54
777;54;99997;60;39;0;999;114;158;83
778;61;390;330;0;0;996;56;170;83
779;33;400;90;0;1;996;65;164;80
780;47;99999;60;40;2;0;106;178;50
781;50;568;60;0;0;996;62;154;88
782;73;860;180;0;0;996;90;167;74
783;48;1438;60;40;0;0;120;160;73
784;51;800;120;45;0;4;68;163;78
785;54;2500;60;50;7;0;100;175;117
786;52;1000;60;45;0;0;100;168;65
787;61;0;210;0;0;996;64;168;101
788;52;1300;120;40;0;2;120;174;58
789;49;1400;120;40;7;0;60;170;58
790;43;3000;90;50;5;0;130;180;65
791;42;980;180;40;4;5;98;185;52
792;18;0;390;0;50;996;125;183;999
793;48;3300;120;48;10;0;88;179;75
794;73;1200;120;0;0;996;75;170;96
795;68;820;120;0;0;996;80;170;90
796;61;600;150;0;0;996;65;160;92
797;65;600;150;0;0;996;75;162;71
798;40;1200;180;30;0,5;0;180;165;82
799;33;400;180;0;0;996;100;173;78
800;44;1500;180;35;4;210;96;173;86
801;44;99997;60;20;3;1;130;159;79
802;59;1625;150;44;0;0;110;168;63
803;51;1000;120;40;0;0;70;164;81
804;71;995;180;0;0;996;100;168;58
805;18;70;180;0;21;996;100;182;111
806;26;550;60;0;2;996;40;151;81
807;52;1050;240;40;0;4;89;172;80
808;31;2500;120;0;1;996;150;169;83
809;43;500;180;0;5;996;120;164;65
810;49;1100;170;0;2;996;70;180;66
811;47;2300;150;40;3,5;0;150;187;53
812;62;2000;210;0;3;996;160;172;92
813;62;900;9996;0;0;996;50;168;82
814;67;1100;120;0;0;996;72;170;75
815;38;400;120;0;4;996;120;175;82
816;29;0;60;0;0;996;79;154;66
817;63;1800;60;0;0;996;80;184;81
818;32;0;300;0;0;996;998;998;58
819;54;2100;240;32;2;0;100;176;59
820;65;250;240;0;1;996;110;159;76
821;73;0;180;0;0;996;160;169;64
822;57;938;30;0;1;996;70;185;75
823;27;500;60;0;7;996;38;162;72
824;69;1050;300;0;0;996;64;153;80
825;83;550;360;0;0;996;65;174;99
826;53;450;30;0;10;996;80;176;80
827;84;1100;210;0;0;996;120;152;100
828;42;748;120;18;8;10;200;166;74
829;53;2500;45;42;3;0;220;187;90
830;36;2200;180;40;1;0;56;182;60
831;74;700;180;0;0;996;68;162;82
832;73;1100;120;0;0;996;71;169;76
833;64;1400;180;0;0;996;80;158;56
834;35;1100;210;40;24;0;74;174;85
835;35;760;360;0;7;996;62;176;78
836;53;1700;240;45;999,9;0;62;172;64
837;36;1700;90;40;1,5;0;107;192;78
838;60;1063;360;0;70;996;50;181;90
839;55;890;150;24;0,5;0;76;166;79
840;21;1800;150;40;10;5;60;185;70
841;33;0;120;0;35;996;58;178;115
842;41;99997;120;34;999,9;21;160;172;55
843;37;600;30;0;0;996;76;175;75
844;61;580;300;0;0;996;80;170;70
845;54;650;120;60;1;0;100;172;63
846;20;500;180;0;6;996;998;167;52
847;19;480;150;40;2;90;120;175;93
848;56;1600;270;38;0;20;110;175;90
849;39;0;180;0;0,5;996;118;163;83
850;18;0;180;0;999,9;996;998;162;73
851;46;1400;180;38;5;5;139;176;76
852;44;1050;120;35;0;6;90;152;82
853;37;99999;300;0;0;996;31;166;74
854;49;1300;210;37,5;3;0;135;164;52
855;47;1600;180;38,5;4;50;78;156;49
856;41;99997;120;37,5;6;20;120;180;75
857;62;0;240;0;2;996;130;165;78
858;41;2250;180;56;10;0;110;165;83
859;36;2200;60;40;2,5;0;98;173;60
860;61;904;120;0;0;996;36;160;51
861;42;900;60;0;0;996;68;172;82
862;23;0;120;0;20;996;100;190;75
863;32;1500;120;38,5;0;9;130;193;50
864;67;690;300;0;0;996;95;165;90
865;44;400;60;0;18;996;260;164;80
866;43;1400;120;38;0,5;20;70;172;65
867;69;99997;150;0;10;996;114;173;61
868;63;1240;240;0;0;996;105;171;82
869;29;870;120;40;10;7;95;167;92
870;52;0;30;0;1;996;150;167;85
871;48;2125;180;40;7;2;120;182;80
872;60;1700;240;0;0;996;125;178;72
873;44;550;150;0;0;996;64;165;70
874;18;0;90;0;1;996;90;190;78
875;37;306;150;0;1;996;80;170;66
876;22;600;360;0;0;996;55;164;53
877;83;1421;360;0;0;996;69;172;105
878;70;938;180;0;0;996;57;161;999
879;85;756;300;0;0;996;54;165;102
880;39;1400;60;40;5;0;86;184;49
881;76;2400;60;0;0;996;120;162;72
882;35;1250;240;30;0;5;70;165;80
883;62;680;120;0;0;996;42;168;92
884;45;300;60;0;0;996;120;156;80
885;76;600;240;0;0;996;80;170;80
886;55;540;120;0;0;996;42;170;98
887;53;0;60;0;0;996;120;154;62
888;43;1400;60;45;0;14;74;183;82
889;41;99997;9996;40;30;0;230;180;98
890;66;99997;150;0;4;996;120;160;82
891;18;0;60;0;2;996;110;164;56
892;49;99997;120;40;3;0;100;168;75
893;48;700;150;20;0;9;65;165;85
894;61;99999;120;0;15;996;175;170;80
895;39;1200;240;35;0;0;74;170;85
896;39;712;210;0;4;996;63;184;81
897;29;600;120;0;30;996;45;180;110
898;36;425;390;0;0,5;996;72;172;65
899;47;1000;120;50;0;0;75;170;52
900;65;580;270;0;0;996;67;160;90
901;62;1300;120;0;2;996;110;178;55
902;43;99997;120;0;4;996;150;168;53
903;88;710;360;0;0;996;998;152;79
904;31;0;180;0;0,5;996;112;170;96
905;64;270;140;0;0;996;180;168;999
906;38;0;150;0;0;996;110;164;75
907;57;1500;120;38;0;7;85;188;70
908;30;1500;60;38;12;0;47;179;56
909;55;435;780;0;5;996;72;164;93
910;64;505;210;0;0;996;998;159;103
911;68;1028;240;0;0;996;71;162;62
912;31;820;150;30;1,5;3;998;175;78
913;67;938;240;0;1;996;180;165;88
914;52;1200;70;40;999,9;10;64;180;120
915;69;1050;240;0;2;996;95;167;62
916;50;99997;90;40;7;0;90;168;73
917;64;1100;240;0;25;996;66;180;55
918;36;1900;90;40;3,5;8;62;165;75
919;41;1750;150;39;3,5;10;83;165;70
920;74;900;180;0;0;996;60;160;81
921;49;1700;120;38,5;1;7;80;165;84
922;39;99999;60;38,5;20;0;110;173;75
923;48;1500;9996;38,5;5;6;64;160;55
924;21;99999;120;20;0;0;75;184;107
925;57;1400;240;40;0;30;85;175;85
926;59;0;180;0;7;996;240;174;69
927;56;1100;120;20;4;5;84;164;110
928;22;740;90;48;12;0;40;173;72
929;40;1500;120;60;2;0;82;176;48
930;50;2700;90;60;10;5;185;186;78
931;45;1800;60;50;3;0;67;179;52
932;27;325;300;0;0;996;78;155;84
933;24;900;210;42;4,5;0;60;192;80
934;60;1500;120;50;10;0;90;162;73
935;35;325;120;0;1;996;120;162;61
936;52;500;120;0;0;996;114;165;55
937;61;360;600;0;0;996;100;160;68
938;72;1140;60;0;0;996;998;170;69
939;20;99999;120;40;6;30;150;178;84
940;26;99999;9996;0;6;996;70;175;82
941;18;0;180;0;15;996;200;188;87
942;26;99999;9999;0;5;996;50;180;85
943;18;450;1200;0;10;996;32;184;60
944;53;600;240;0;2;996;120;170;68
945;18;682;300;0;0;996;71;168;100
946;51;1400;30;37,5;2;29;82;168;73
947;49;1800;120;35;7;0;82;172;94
948;55;1700;120;43;2,5;10;62;172;72
949;26;0;60;0;1;996;75;183;84
950;46;1950;180;35;4;0;85;175;87
951;68;350;180;0;0;996;75;156;65
952;41;1800;240;37,5;0;0;65;165;63
953;28;0;360;0;2;996;75;155;55
954;29;2000;180;42;4;0;60;175;68
955;26;420;210;0;0;996;40;160;96
956;47;2500;60;45;5;7;100;182;93
957;40;216;60;0;1;996;78;156;95
958;22;1350;30;39;25;25;110;181;105
959;29;1313;180;41;12;4;120;187;72
960;65;825;270;0;0;996;64;172;89
961;83;720;140;0;0;996;52;167;85
962;19;480;240;38,5;5;0;998;168;65
963;22;500;30;40;7;13;129;180;105
964;37;1000;120;0;1;996;150;183;86
965;60;99997;120;36;0;0;998;169;58
966;44;1500;240;60;10;0;95;172;80
967;50;1250;60;60;1;0;80;176;93
968;59;2000;150;60;4;0;210;172;89
969;32;1300;60;47,5;1,5;25;82;175;80
970;60;1063;180;56;2;7;150;175;68
971;25;500;240;0;0,5;996;40;165;102
972;52;2800;120;80;5;0;190;178;110
973;35;560;150;20;1;0;120;180;94
974;69;1800;240;0;7;996;100;183;102
975;51;1800;120;40;0;14;140;175;55
976;89;947;300;0;0;996;37;168;68
977;38;3000;150;35;5;5;97;186;78
978;33;1500;60;55;2;0;60;168;64
979;58;900;240;0;0;996;100;184;93
980;39;550;240;0;0,5;996;74;190;92
981;32;1100;120;30;2;2;150;175;73
982;51;840;120;30;0;0;120;164;81
983;54;3000;120;60;0;998;998;168;55
984;67;1150;180;0;0;996;90;172;88
985;21;99999;120;38,5;1;0;280;178;78
986;62;1600;90;60;5;0;56;174;65
987;18;390;120;40;0;20;100;195;54
988;32;1200;90;30;999,9;5;115;160;47
989;24;250;150;0;50;996;120;187;68
990;48;99999;180;37,5;0;16;65;164;71
991;55;2100;90;49;0;28;72;165;90
992;39;400;120;15;4;0;90;173;68
993;61;938;210;0;0;996;90;178;70
994;26;1200;240;46;2;15;110;175;76
995;28;0;150;0;0;996;110;165;103
996;38;0;240;0;0;996;150;162;76
997;38;99997;210;38;2;14;45;165;85
998;68;0;240;0;0;996;45;165;90
999;58;2500;60;0;1;996;170;170;57
1000;29;1500;120;40;10;0;100;185;100
1001;39;99999;90;45;1;0;100;164;80
1002;69;1100;60;0;0;996;280;187;79
1003;27;890;150;35;0;0;40;165;80
1004;31;600;180;0;3;996;998;175;70
1005;39;0;60;0;1;996;180;159;90
1006;69;1063;360;0;0;996;150;176;62
1007;55;1200;9996;0;4;996;170;186;85
1008;62;1600;220;0;0;996;120;180;95
1009;49;3000;180;40;2;0;200;165;75
1010;37;500;120;0;6;996;100;193;64
1011;34;0;120;0;0;996;180;178;94
1012;61;1063;120;0;0;996;140;176;95
1013;19;0;20;0;7;996;998;176;68
1014;74;250;300;0;0;996;120;163;86
1015;86;915;300;0;0;996;54;165;59
1016;29;938;60;37,5;5;5;998;170;70
1017;59;0;480;0;0;996;90;159;63
1018;38;1300;120;40;30;0;75;180;80
1019;64;850;180;0;6;996;64;174;90
1020;37;800;30;26;0;6;57;165;59
1021;46;1200;9999;33;12;30;65;186;88
1022;25;1000;90;38,5;999,9;0;998;174;75
1023;33;600;90;16;0,5;2;140;170;60
1024;71;500;120;0;0;996;80;158;93
1025;51;2550;120;40;14;42;120;175;77
1026;71;1300;60;0;0;996;100;168;78
1027;91;900;50;0;0;996;998;162;52
1028;45;400;120;16;8;0;100;158;65
1029;63;0;240;0;0;996;998;158;61
1030;46;1188;120;28;5;5;998;166;69
1031;40;0;110;0;4,5;996;90;160;80
1032;20;1250;120;35;20;3;110;185;84
1033;47;1438;50;38,5;0;14;150;182;60
1034;20;99999;60;20;15;0;120;167;90
1035;40;1438;60;38,5;3;0;998;180;90
1036;40;900;90;25;1;20;154;164;65
1037;41;2375;50;65;12;0;170;185;82
1038;41;600;120;20;2;3;140;158;76
1039;48;1625;60;44;2,5;0;100;176;70
1040;72;259;120;0;0;996;60;153;85
1041;61;99997;120;45;0;0;156;170;103
1042;63;1050;120;0;0;996;80;184;72
1043;36;99997;60;40;999,9;0;100;188;58
1044;36;2500;5;70;5;0;135;175;101
1045;90;813;60;0;0;996;45;160;67
1046;55;1250;120;0;0;996;70;152;63
1047;28;700;120;16;999,9;0;78;172;80
1048;61;4500;180;50;0;0;128;178;75
1049;25;300;120;0;30;996;60;168;68
1050;45;1500;60;0;25;996;165;176;81
1051;19;400;60;0;8;996;95;170;82
1052;40;950;150;44;0;4;47;173;81
1053;52;1875;9999;999,9;999,9;0;130;170;67
1054;44;99997;1200;999,9;999,9;999;78;160;76
1055;44;0;180;0;0;996;83;172;78
1056;83;1400;240;0;0;996;117;162;72
1057;72;1063;360;0;0;996;120;164;83
1058;51;99997;60;70;12;0;140;170;102
1059;80;800;1080;0;0;996;998;160;60
1060;60;0;60;0;0;996;130;160;80
1061;65;99997;70;12;0;0;142;160;89
1062;36;2500;45;38,5;2;20;130;190;62
1063;31;99997;90;40;0;5;80;183;100
1064;78;900;180;0;0;996;60;165;56
1065;62;800;240;0;0;996;128;167;93
1066;30;1700;120;40;0;10;162;182;60
1067;43;400;180;0;24;996;94;170;80
1068;27;300;150;0;16;996;80;180;85
1069;79;0;120;0;0;996;50;165;94
1070;58;99997;120;50,5;3,5;0;78;164;66
1071;82;250;210;0;0;996;85;155;87
1072;62;0;270;0;0;996;100;150;82
1073;40;1150;180;38,5;0;14;68;176;88
1074;31;1450;60;45;3;5;998;163;68
1075;71;1100;240;0;0;996;90;196;52
1076;51;1850;180;40;0;0;76;170;70
1077;47;500;60;0;10;996;70;171;75
1078;64;0;120;0;0;996;80;166;55
1079;24;973;300;0;0;996;64;173;87
1080;43;1200;30;38;3,5;0;103;162;64
1081;34;0;300;0;0;996;80;998;77
1082;73;350;180;0;0;996;60;998;90
1083;49;1800;180;40;15;8;68;180;68
1084;33;1700;210;45;5;35;160;170;73
1085;34;1300;240;43;10;3;65;178;63
1086;34;0;120;0;0;996;80;158;93
1087;32;2500;60;60;3;3;120;180;59
1088;62;700;270;45;0;0;60;164;69
1089;20;99997;120;40;3;12;80;178;85
1090;62;625;300;0;0;996;80;165;80
1091;61;3000;150;42;0,5;0;110;178;81
1092;58;1200;90;45;2;0;120;158;80
1093;56;2100;210;0;7;996;86;172;60
1094;39;800;60;28,5;0,5;10;65;162;60
1095;18;99999;120;45;2;14;998;182;75
1096;20;600;90;35;5;0;150;180;67
1097;33;2500;150;42;3;14;68;166;65
1098;41;600;60;0;10;996;64;176;128
1099;54;4100;90;40;0;3;135;180;71
1100;24;1100;60;38,5;2;10;60;167;65
1101;38;2500;120;40;5;7;138;166;87
1102;20;350;60;0;5;996;105;201;70
1103;42;3000;60;50;10;0;110;172;73
1104;40;2500;90;47;0,5;3;62;182;75
1105;19;625;90;35;1;0;114;171;77
1106;35;1100;240;0;0;996;62;166;110
1107;25;0;120;0;20;996;50;170;75
1108;91;900;90;0;0;996;68;165;72
1109;39;2500;90;60;3;0;130;183;999
1110;42;2200;150;45;8;10;70;164;104
1111;66;750;120;0;0;996;95;155;65
1112;52;1500;150;39,5;0;42;50;168;55
1113;44;1300;30;0;14,5;996;80;182;85
1114;42;1200;210;38;0;2;96;158;70
1115;43;500;30;0;4,5;996;150;166;75
1116;49;99997;90;50;0;0;100;185;90
1117;39;1100;360;44;28;0;56;183;90
1118;22;99997;150;0;6;996;100;178;74
1119;34;3200;810;40;5;21;133;180;57
1120;24;1600;120;45,5;20;20;70;181;90
1121;68;343;480;0;0;996;45;160;80
1122;38;1100;180;28;0;0;998;152;999
1123;83;1875;720;0;0;996;60;153;63
1124;76;0;60;0;0;996;15;165;95
1125;78;600;300;0;0;996;57;163;55
1126;18;0;45;0;15;996;64;175;68
1127;35;2200;120;38,5;4;30;80;178;104
1128;56;4000;840;60;3;14;125;175;80
1129;18;342;5;41;35;0;110;186;83
1130;26;1200;60;37,5;0;5;78;183;74
1131;46;99997;180;37,5;1;0;128;183;70
1132;46;1300;90;39;3,5;6;68;170;57
1133;32;99997;9999;50;2;7;57;179;120
1134;31;1500;150;36,5;0;0;998;176;130
1135;45;400;165;0;1;996;85;156;58
1136;19;40;60;0;10;996;320;165;80
1137;46;2000;30;36;2;21;146;173;69
1138;46;1350;180;37;2;14;110;160;140
1139;36;1200;270;35;1;0;65;182;122
1140;46;2000;90;38,5;3;0;210;182;85
1141;57;3000;60;40;0;0;110;170;102
1142;38;1000;210;35;0;0;42;161;60
1143;61;1500;150;40;0;30;137;182;120
1144;60;300;300;0;0;996;55;165;73
1145;77;141;120;0;0;996;70;155;62
1146;31;1100;240;20;0;0;69;170;85
1147;42;624;480;0;0;996;82;168;76
1148;20;1250;120;40;3;3;100;187;87
1149;62;880;240;0;0;996;116;178;58
1150;23;650;300;0;0;996;28;181;78
1151;41;3500;150;45;25;1;60;190;50
1152;45;550;90;24;1;3;90;168;85
1153;48;688;120;20;8;100;120;170;73
1154;27;250;90;0;1,5;996;104;169;85
1155;37;3000;30;57;3;0;280;180;80
1156;20;300;60;14,5;29;0;102;191;165
1157;64;900;180;0;0;996;65;160;65
1158;46;0;120;0;0;996;120;170;80
1159;37;99997;120;40;0;0;90;160;75
1160;50;0;240;0;0;996;110;165;69
1161;34;99997;30;40;0;2;140;180;70
1162;50;2500;180;38;2;0;75;170;82
1163;72;99997;210;0;0;996;105;175;55
1164;37;1700;120;50;5;0;120;175;72
1165;52;99997;150;30;0;0;200;180;85
1166;45;500;210;0;0;996;120;168;73
1167;39;0;300;0;0;996;90;155;58
1168;41;1000;180;37,5;0;0;60;174;70
1169;87;1000;90;0;0;996;60;160;72
1170;66;99997;90;20;3;0;120;184;55
1171;32;732;180;30;1;0;85;165;82
1172;67;1550;210;0;0;996;69;174;60
1173;43;1700;60;60;2;0;77;180;71
1174;67;1625;270;0;0;996;57;169;62
1175;55;200;150;0;0;996;165;169;62
1176;29;0;150;0;0;996;80;160;77
1177;54;99997;120;40;1;7;120;186;75
1178;33;99997;9996;37;5;0;100;178;83
1179;49;99997;60;57;15;1;150;180;87
1180;50;1250;180;50;0;0;68;176;65
1181;20;99999;120;38;6,5;0;130;177;66
1182;48;160;270;0;0;996;64;170;97
1183;53;445;240;0;0;996;56;157;70
1184;24;340;300;0;0;996;35;178;80
1185;40;900;240;40;0;0;80;180;63
1186;22;0;120;0;20;996;150;171;94
1187;44;938;120;30;0;0;120;170;57
1188;51;700;150;12;1;0;120;170;57
1189;35;600;90;0;999,9;996;140;174;999
1190;76;900;300;0;0;996;80;164;999
1191;59;0;150;0;0;996;132;160;72
1192;46;1600;120;38,5;1;0;164;166;77
1193;32;1500;60;45;0;24;58;179;79
1194;41;1900;120;42;3;0;160;178;64
1195;55;2200;30;40;0;14;37;178;76
1196;35;570;720;0;2;996;39;168;54
1197;42;1625;210;40;1;0;96;168;70
1198;75;1100;240;0;0;996;64;156;64
1199;66;1600;60;0;5;996;176;176;50
1200;55;0;120;0;0;996;185;164;80
1201;49;1063;180;40;0;0;65;173;54
1202;55;99997;180;0;0;996;100;180;999
1203;66;930;180;0;0;996;998;178;77
1204;44;2400;60;43;2;0;120;184;79
1205;75;528;300;0;0;996;65;174;90
1206;47;1500;120;0;0;996;193;182;70
1207;53;1700;120;50;15;5;150;175;55
1208;57;0;150;0;0;996;140;164;64
1209;40;325;240;0;0,5;996;114;165;80
1210;59;340;300;0;0;996;130;169;53
1211;42;99997;60;41;1;5;160;180;55
1212;42;1903;120;40;3;0;128;184;63
1213;51;1700;180;35;1;12;110;193;67
1214;62;99997;15;0;0;996;60;170;68
1215;66;1400;180;0;0;996;84;185;79
1216;47;99997;180;30;0;0;100;160;70
1217;40;1000;60;40;4;36;78;178;55
1218;49;1800;120;38,5;7;6;120;193;68
1219;60;1100;210;40;2;90;85;163;51
1220;62;750;90;0;0;996;140;170;92
1221;39;2500;90;40;2;210;150;188;65
1222;69;1438;210;0;0;996;80;165;60
1223;34;1800;120;40;1;0;73;180;60
1224;32;1188;150;52;0;5;75;182;75
1225;46;5500;60;50;2;0;300;190;64
1226;44;0;180;0;7,5;996;76;170;58
1227;44;1625;150;40;10;0;998;168;95
1228;57;1600;120;40;4;0;220;168;60
1229;66;1350;240;0;0;996;72;168;70
1230;62;0;240;0;0;996;180;148;75
1231;37;0;70;0;2;996;120;165;70
1232;42;800;120;0;4;996;55;174;72
1233;50;2375;150;90;4;0;89;186;64
1234;59;938;120;0;0;996;270;163;79
1235;23;1535;120;36;20;0;110;185;50
1236;59;450;195;0;7;996;60;172;82
1237;60;3500;180;38;2;7;86;173;70
1238;77;800;480;0;0;996;47;160;63
1239;86;99999;9996;30;0;0;25;176;80
1240;81;1000;60;0;0;996;200;176;96
1241;32;2600;150;45;0,5;0;180;182;75
1242;44;600;240;0;20;996;94;180;54
1243;56;3800;90;50;10;0;105;180;58
1244;60;99997;180;0;20;996;150;172;62
1245;24;1150;90;38,5;1;0;20;189;61
1246;27;1100;180;40;0;0;110;176;65
1247;69;900;300;0;0;996;60;177;66
1248;35;1100;180;43;1;15;80;155;77
1249;31;750;120;48;2;0;115;152;88
1250;25;0;60;0;0;996;65;163;999
1251;60;500;180;0;5;996;120;164;56
1252;73;300;60;0;0;996;60;158;90
1253;42;700;30;0;2;996;59;170;80
1254;31;1875;150;50;1,5;14;75;172;96
1255;39;1700;120;38,5;14;0;80;170;50
1256;32;3000;150;60;3;0;72;172;60
1257;40;2500;165;55;5;0;170;173;70
1258;77;1200;150;0;0;996;75;176;82
1259;83;1100;210;0;0;996;60;158;57
1260;72;920;270;0;0;996;60;169;56
1261;70;1150;150;0;0;996;65;160;82
1262;68;440;240;0;0;996;64;162;75
1263;23;0;180;0;5;996;998;165;60
1264;41;1350;300;38,5;2,5;1;160;178;74
1265;49;1600;60;45;1;0;68;174;68
1266;24;1000;120;39;0;14;67;170;55
1267;51;1700;150;40;3;0;100;187;96
1268;33;220;180;0;0;996;140;165;99
1269;35;0;120;0;0;996;78;172;70
1270;48;99997;180;20;999,9;180;88;165;65
1271;34;500;60;20;2;0;120;167;70
1272;75;1200;180;0;0;996;65;170;65
1273;35;1400;30;47;10;10;140;170;69
1274;64;1300;180;0;0;996;120;174;62
1275;18;382;90;0;1;996;84;185;81
1276;36;1875;120;35;2;16;138;165;55
1277;32;1700;210;40;8;2;42;161;80
1278;48;1064;240;40;10;0;90;190;65
1279;59;0;240;0;0;996;78;173;55
1280;51;1100;180;39;0,5;60;130;178;97
1281;80;1313;180;0;0;996;50;168;72
1282;63;2000;60;0;10;996;90;176;72
1283;60;860;180;0;3;996;75;181;64
1284;56;3000;30;40;20;0;130;179;70
1285;41;1000;240;25;0;3;100;170;100
1286;38;938;60;0;0;996;145;186;62
1287;40;350;120;0;0,5;996;998;170;80
1288;21;1100;240;32;0;5;63;169;999
1289;37;1600;150;45;2,5;5;120;161;59
1290;56;500;330;0;0;996;180;173;65
1291;67;430;120;0;2;996;199;171;68
1292;22;1300;180;40;21;0;158;180;85
1293;33;1400;360;40;20;50;998;176;65
1294;77;99997;180;0;0;996;75;169;140
1295;79;1800;120;0;0;996;70;156;64
1296;68;99997;60;0;0;996;90;170;56
1297;48;1438;60;40;3;0;120;178;64
1298;64;99997;120;0;0;996;140;168;60
1299;39;11000;45;65;3;0;110;180;77
1300;57;3000;60;70;999,9;0;69;167;69
1301;45;3100;60;45;3,5;0;115;173;61
1302;50;1400;90;39;5;14;74;176;90
1303;63;0;210;0;0;996;90;158;62
1304;47;99997;150;25;999,9;0;130;162;77
1305;65;390;150;0;0;996;70;163;80
1306;35;730;300;0;7;996;130;168;69
1307;49;1300;180;35;3;0;60;170;62
1308;41;1200;120;20;3;2;180;168;55
1309;71;2400;60;0;10;996;153;170;64
1310;40;1000;180;30;1;7;160;163;59
1311;44;1200;120;0;0;996;100;185;70
1312;38;1170;180;40;1;35;54;165;72
1313;74;99997;9996;0;0;996;44;160;86
1314;48;2900;180;42;2;2;140;174;44
1315;61;800;120;72;3;0;100;176;110
1316;76;425;120;0;0;996;100;167;61
1317;66;1280;150;0;0;996;180;165;94
