Index;ALTER;NETTOEIN;FERNSEHG;ARBEITSS;COMPUTER;KRANK_12;WOHNFLAE;KOEPERGR;GEWICHT
119;38;450;180;0;0;996;998;164;94
120;63;1313;330;0;0;996;110;173;97
121;67;1000;180;0;0;996;90;170;77
122;18;350;240;0;20;996;125;180;103
123;27;0;60;0;0;996;79;160;96
124;70;740;60;0;0;996;65;170;72
125;47;99997;120;37;1;365;100;165;88
126;61;800;90;0;0;996;105;183;60
127;52;299;270;0;0;996;103;172;85
128;45;630;150;20;8;21;180;175;50
129;51;1625;120;50;5;0;150;174;93
130;76;1050;120;0;0;996;50;167;62
131;57;610;240;0;0;996;120;162;80
132;57;99997;120;0;4;996;180;178;90
133;36;1625;150;40;0,5;5;152;180;83
134;55;550;180;0;0,5;996;120;170;71
135;46;2600;120;50;1;0;120;173;85
136;23;1000;90;40;7;10;67;178;81
137;52;0;480;0;0;996;108;160;77
138;62;0;180;0;0,5;996;110;161;102
139;62;1000;180;0;0;996;65;165;68
140;73;700;180;0;0;996;998;158;64
141;65;102;120;0;0;996;95;157;100
142;37;0;120;0;1;996;103;172;73
143;34;2500;60;30;2;0;45;170;80
144;45;0;60;0;0;996;120;173;75
145;52;1063;150;38,5;0;39;344;156;61
146;26;450;150;0;0;996;77;174;76
147;61;10000;180;45;1,5;0;125;182;80
148;78;1438;60;0;0;996;75;157;82
149;73;503;60;0;0;996;76;150;64
150;24;0;390;0;6;996;112;157;84
151;52;99997;120;45;2,5;0;120;170;101
152;78;500;180;0;0;996;56;165;62
153;56;99997;60;0;0;996;998;167;85
154;18;250;240;40;0,5;0;250;175;83
155;38;1500;60;50;0;0;35;175;68
156;34;99997;150;44;3;3;154;192;82
157;47;2500;120;38;1;5;141;185;95
158;35;1875;90;75;999,9;0;300;168;77
159;67;900;120;0;0;996;110;157;67
160;54;1800;150;40;999,9;30;145;173;99
161;50;938;180;36;1;180;160;157;54
162;68;1050;1380;0;0;996;105;168;85
163;77;1300;240;0;0;996;40;165;80
164;84;450;180;0;0;996;998;166;72
165;23;980;120;38;2;0;120;168;78
166;60;900;360;0;0;996;110;178;63
167;75;880;240;0;0;996;120;170;92
168;72;1700;600;0;0;996;63;179;68
169;32;1625;120;50;4;0;72;166;93
170;25;563;120;42;0;0;70;172;90
171;25;1600;30;50;4;0;200;190;87
172;38;1000;180;9;0;2;60;170;115
173;82;1500;300;0;0;996;65;162;71
174;49;99997;180;0;0;996;90;160;58
175;67;1200;180;0;14;996;88;176;64
176;68;99997;30;0;0;996;130;168;55
177;69;1063;900;0;0;996;59;174;125
178;38;0;60;0;0,5;996;120;170;88
179;62;720;120;0;1;996;63;176;88
180;49;160;180;0;1;996;168;177;72
181;52;750;180;40;2;70;80;162;73
182;77;740;300;0;0;996;78;170;90
183;33;1800;120;40;0;14;54;167;108
184;82;3800;120;0;6;996;240;180;85
185;52;700;240;35;1;20;130;158;62
186;21;450;90;0;5;996;160;198;98
187;78;1000;120;0;0;996;40;158;88
188;26;1063;90;35;999,9;0;65;999;85
189;73;525;180;0;3;996;130;168;73
190;74;5500;120;0;15;996;300;165;70
191;42;400;60;0;0;996;70;158;89
192;32;1950;120;41;12;3;102;168;81
193;75;820;150;0;0;996;55;159;82
194;52;563;600;0;0;996;52;166;84
195;56;1000;45;0;1;996;180;170;83
196;22;600;120;0;10;996;51;168;76
197;30;3000;60;50;20;0;65;181;76
198;40;800;90;20;1;5;140;168;73
199;49;325;90;0;0;996;71;160;55
200;73;430;135;0;0;996;200;170;100
201;45;1100;210;40;0;0;998;162;90
202;77;99997;60;0;0;996;60;171;50
203;40;850;70;60;2;30;160;165;85
204;45;2500;90;45;3,5;3;160;174;88
205;21;0;120;0;10;996;100;164;999
206;44;813;150;36;2,5;0;66;164;83
207;55;2125;120;45;5;0;140;180;87
208;42;850;210;0;0,5;996;86;165;70
209;65;975;240;0;0;996;80;175;70
210;23;250;525;35,5;56;0;40;195;75
211;30;600;270;36,5;0;10;75;167;80
212;60;813;240;0;0;996;100;167;65
213;20;99997;180;0;21;996;120;175;90
214;66;971;150;0;11;996;68;163;79
215;63;350;180;15;0;0;150;176;86
216;56;1850;180;0;3,5;996;200;181;76
217;72;600;240;0;0;996;54;154;79
218;29;0;240;0;4;996;160;172;92
219;25;813;210;70;0,5;0;110;194;65
220;43;350;120;0;0;996;40;158;95
221;25;99997;180;40;5;0;101;173;65
222;52;1500;180;40;8;6;110;172;75
223;76;760;300;0;0;996;52;160;100
224;44;99997;210;45;2,5;365;999;156;74
225;47;1100;120;30;1;0;120;168;100
226;75;1020;180;0;0;996;136;174;85
227;36;400;60;0;0;996;98;167;85
228;50;713;180;24;1;30;130;163;95
229;39;563;180;0;2;996;120;164;78
230;62;680;60;0;0;996;120;163;90
231;19;300;180;0;2;996;78;183;80
232;77;920;180;0;0;996;124;174;62
233;64;993;270;0;0;996;59;166;94
234;63;610;180;0;0;996;68;178;110
235;38;2000;90;46;6;14;120;172;69
236;32;2000;30;46;5;3;100;175;61
237;54;0;150;0;0;996;72;170;105
238;19;0;150;0;7,5;996;90;174;97
239;83;1500;60;0;0;996;108;153;83
240;80;1250;180;0;0;996;120;170;115
241;40;0;120;0;0;996;67;164;60
242;66;99997;150;0;0;996;80;175;75
243;40;1100;60;39;0;0;75;155;105
244;63;850;180;0;0;996;72;172;115
245;37;0;150;0;0,5;996;138;187;88
246;46;840;150;35;4;0;116;162;62
247;52;0;210;0;2;996;75;172;74
248;60;900;360;0;0;996;50;160;55
249;18;250;90;0;3;996;998;173;78
250;32;2000;120;60;2;0;170;186;83
251;49;938;120;26;2;10;180;169;70
252;60;1200;180;0;1;996;140;162;95
253;72;0;120;75;0;0;92;165;72
254;58;400;120;16;0;3;75;167;100
255;21;1000;180;45;14;0;55;179;85
256;56;1100;150;45;2;15;63;180;80
257;49;600;300;0;0;996;52;165;86
258;33;1300;150;52;14;5;75;180;70
259;24;0;90;0;5;996;68;180;68
260;68;2250;180;0;2;996;80;173;73
261;73;1063;180;0;0;996;56;165;57
262;44;3700;90;36;1;2;105;167;86
263;62;1550;120;0;6;996;130;174;100
264;19;1350;90;37,5;8;3;998;173;75
265;59;99997;9999;0;10;996;100;172;72
266;35;99997;120;30;999,9;3;65;162;98
267;74;99997;300;0;0;996;90;179;82
268;83;0;180;0;0;996;80;168;85
269;45;0;120;0;10;996;240;170;52
270;67;650;450;0;0;996;72;164;79
271;25;99997;360;30;0;0;56;152;85
272;65;1700;60;0;5;996;130;180;72
273;22;900;240;40;4;0;100;178;108
274;39;938;150;48;0;21;62;186;68
275;65;600;180;0;0;996;998;175;70
276;90;486;300;0;0;996;998;159;113
277;42;0;210;0;10;996;110;172;76
278;71;650;90;0;0;996;56;165;83
279;19;0;180;0;16;996;130;185;98
280;70;1250;150;0;0;996;58;170;78
281;70;950;210;0;0;996;84;160;80
282;35;0;120;0;0;996;85;160;98
283;45;100;90;0;0;996;91;165;89
284;48;99997;60;26;999,9;5;120;164;74
285;36;2100;60;40;2;3;120;192;79
286;53;2300;120;30;3;0;125;167;91
287;67;1500;180;0;0;996;100;182;90
288;24;1300;150;25;14;21;50;168;78
289;80;1188;360;0;0;996;48;161;82
290;51;2000;180;42;0,5;3;70;172;79
291;73;700;240;0;0;996;59;175;94
292;35;99997;20;50;12;0;73;186;66
293;38;600;180;0;15;996;97;170;76
294;67;1313;240;0;0;996;67;178;70
295;25;1200;240;38;20;0;64;178;72
296;39;3500;9996;45;10;0;42;171;100
297;21;1100;60;40;40;0;60;195;80
298;35;0;180;0;0;996;20;182;73
299;33;700;180;0;0;996;100;179;60
300;66;800;180;0;0;996;90;168;105
301;82;450;300;0;0;996;42;164;80
302;61;0;180;0;0;996;140;158;88
303;63;1700;180;0;6,5;996;126;180;88
304;64;0;210;0;0;996;150;170;90
305;26;1500;150;37;10,5;5;120;170;97
306;28;1200;360;39;14;5;60;169;81
307;71;2600;30;0;6;996;101;180;96
308;38;1800;60;45;1;0;110;168;78
309;44;2000;120;60;16;21;120;170;62
310;35;230;180;0;5;996;125;163;76
311;62;700;180;0;0;996;70;164;72
312;84;1400;120;0;0;996;40;162;105
313;68;1200;240;0;0;996;60;173;68
314;40;200;60;0;0;996;200;174;46
315;75;99999;180;0;0;996;70;153;90
316;75;700;150;0;0;996;78;162;65
317;48;170;240;0;0;996;63;170;77
318;70;350;120;0;0;996;50;168;50
319;60;700;150;20;0;0;110;172;68
320;18;300;60;40;1;4;120;163;94
321;81;1060;210;0;0;996;60;165;57
322;18;0;90;0;7,5;996;125;182;75
323;41;688;180;0;0;996;62;174;105
324;34;600;360;0;28;996;59;160;63
325;35;99997;180;40;0;7;82;180;84
326;63;1050;240;0;3;996;90;181;79
327;78;1000;240;0;0;996;86;163;81
328;19;192;240;33;40;998;998;180;63
329;53;813;120;24;0;0;120;168;80
330;31;938;180;40;8;4;170;184;76
331;68;563;240;0;0;996;105;158;92
332;51;0;480;0;0;996;998;165;90
333;64;800;180;0;10;996;189;170;69
334;39;1300;120;40;3;5;151;163;40
335;83;800;180;0;0;996;57;172;95
336;24;100;330;0;3;996;77;164;72
337;20;500;60;0;10;996;64;165;88
338;69;1760;150;0;0;996;180;163;100
339;25;440;60;0;20;996;75;169;82
340;76;750;60;0;0;996;998;155;999
341;55;1500;150;40;5;10;140;174;70
342;49;2000;60;65;1;0;150;172;104
343;33;2125;120;45;10;15;82;178;90
344;37;1800;120;35;0;10;100;183;75
345;32;0;120;0;0;996;80;168;58
346;43;2200;90;58;1;0;170;169;88
347;61;2300;9996;0;10;996;86;173;72
348;50;702;840;0;0;996;63;176;88
349;21;820;840;35;1;10;90;167;93
350;74;1063;180;0;0;996;84;168;75
351;24;1400;120;40;4;0;52;192;118
352;36;2625;180;40;6;0;150;186;68
353;66;99997;120;0;7;996;160;178;64
354;69;1100;480;0;0;996;120;174;80
355;25;800;150;35;0;0;45;168;89
356;83;1200;360;0;0;996;110;158;85
357;84;990;150;0;0;996;28;159;78
358;58;378;105;0;0;996;57;175;73
359;52;2100;120;33;2;0;160;172;82
360;44;99997;120;37;2;0;100;174;66
361;64;688;240;0;0;996;116;165;86
362;64;1400;150;0;0;996;118;168;83
363;62;486;510;0;0;996;49;156;68
364;83;0;60;0;0;996;100;160;53
365;51;99997;150;20;0;18;200;164;76
366;53;1800;150;9,5;6;0;70;168;91
367;53;2000;240;0;0;996;93;160;73
368;39;307;90;0;0;996;70;172;83
369;60;550;90;30;0;0;100;158;60
370;73;450;480;0;0;996;65;174;95
371;42;813;60;50;4;40;998;178;63
372;26;0;120;0;6;996;100;170;65
373;56;1000;150;20;0;0;200;164;95
374;32;500;120;28;3;7;50;165;85
375;63;570;210;0;0;996;120;156;95
376;81;372;240;0;0;996;60;165;76
377;63;450;60;0;2;996;90;158;90
378;65;2000;180;0;0;996;73;176;82
379;75;563;240;0;0;996;90;149;120
380;41;2700;60;32;1;0;75;174;90
381;35;990;150;19,5;3;15;58;165;90
382;74;1200;300;0;0;996;65;173;78
383;20;0;90;0;17;996;160;185;140
384;67;688;420;0;0;996;50;155;60
385;68;614;1200;0;0;996;41;168;45
386;60;4500;90;0;6;996;300;179;70
387;30;1100;60;40;0;3;115;168;65
388;24;990;150;39;3;7;50;168;62
389;33;2000;20;35;15;7;35;185;115
390;30;0;300;0;0;996;115;164;81
391;64;900;180;0;5;996;104;174;96
392;57;0;150;0;0;996;110;168;76
393;54;2700;180;38;2,5;28;100;178;52
394;80;1100;180;0;0;996;58;154;65
395;18;1700;60;42,5;0,5;11;80;175;80
396;42;1800;120;48;14;14;155;175;100
397;87;563;300;0;0;996;58;161;105
398;46;1800;120;60;0;15;70;180;98
399;41;1248;120;50;999,9;35;140;159;65
400;68;1100;240;0;0;996;84;156;77
401;58;0;480;0;0;996;84;180;78
402;71;600;120;0;0;996;80;167;78
403;20;550;180;0;4;996;44;165;60
404;77;1438;150;0;0;996;120;170;80
405;50;1438;120;50;4;0;300;178;92
406;78;2125;240;0;0;996;75;173;72
407;33;1500;120;40;0;5;135;172;62
408;43;1625;180;50;20;10;97;176;54
409;42;400;120;0;1;996;120;164;75
410;25;0;120;0;4;996;200;170;80
411;19;60;30;0;30;996;998;184;66
412;32;842;300;30;1;25;125;170;81
413;45;99997;60;0;0;996;999;999;82
414;19;584;120;38,5;3;5;998;178;53
415;40;1700;180;0;8;996;69;168;70
416;45;1500;120;46;0;30;120;168;56
417;40;2500;180;40,5;10;3;94;179;103
418;47;1000;120;38;0;0;50;155;104
419;47;2500;60;38;10;0;240;184;59
420;75;99999;600;0;0;996;60;160;95
421;58;0;240;0;0;996;100;160;70
422;29;1100;150;0;0;996;70;194;73
423;43;371;120;15;2;0;120;157;61
424;72;700;180;0;0;996;80;165;93
425;60;1313;300;0;0;996;90;175;89
426;77;3200;360;0;0;996;86;186;76
427;47;99997;60;0;20;996;120;165;66
428;83;700;240;0;0;996;70;160;77
429;80;0;120;0;0;996;90;160;63
430;60;2500;120;36;1,5;1;130;178;61
431;67;550;180;0;0;996;56;154;64
432;84;800;150;0;0;996;48;172;49
433;67;99997;110;0;0;996;69;170;70
434;59;900;120;999,9;0;0;120;178;95
435;66;1000;360;0;0;996;57;165;93
436;58;1300;150;38;3;0;60;167;64
437;39;570;300;0;0;996;80;186;67
438;45;1350;300;0;0;996;80;167;105
439;18;99999;120;0;2;996;43;165;85
440;62;0;180;0;0;996;120;164;80
441;18;130;120;0;0;996;998;178;100
442;25;1500;120;55;0;5;85;180;84
443;66;810;120;0;0;996;70;180;65
444;58;0;480;0;0;996;100;168;999
445;61;600;180;0;0;996;110;166;72
446;44;870;90;35;0,5;20;110;165;56
447;46;1100;90;38;0,5;4;100;186;121
448;34;1100;60;42;3;0;129;179;53
449;61;200;120;0;0;996;106;163;83
450;62;1063;150;0;0;996;82;184;90
451;34;1200;120;30;0;0;82;172;75
452;41;813;120;30;999,9;7;80;172;100
453;35;250;120;0;1;996;137;173;73
454;39;1875;30;50;0;0;135;165;101
455;20;99997;300;0;0;996;100;182;84
456;27;563;120;0;5;996;140;184;95
457;63;99997;240;0;0;996;100;160;75
458;30;1063;180;40;4;0;110;186;76
459;41;1200;240;0;0;996;81;170;76
460;73;1800;120;0;0;996;150;155;112
461;36;1300;9996;42;1;5;170;171;72
462;60;1112;240;0;0;996;100;175;81
463;75;600;150;0;0;996;84;166;60
464;52;1000;150;30;0;20;68;164;85
465;33;226;180;0;0;996;998;197;71
466;35;1700;240;0;0;996;96;165;80
467;51;2000;240;56;7;0;107;166;94
468;70;1875;120;0;0;996;64;170;72
469;60;938;360;0;0;996;42;164;999
470;45;99997;360;35;10;0;45;176;60
471;77;1700;300;0;1;996;90;183;83
472;36;307;210;0;0;996;83;167;90
473;62;1800;120;0;0;996;130;180;98
474;23;220;45;0;9;996;998;175;94
475;33;0;180;0;2;996;180;160;84
476;58;1700;120;38,5;6;40;136;180;88
477;50;2000;120;38;2,5;8;190;173;84
478;39;400;180;15;2;0;70;169;77
479;67;2100;240;0;0;996;142;181;58
480;68;300;120;0;0;996;130;162;81
481;69;485;480;0;0;996;41;151;72
482;46;1600;60;48;3;5;136;165;60
483;21;99997;150;37,5;25;0;61;186;84
484;21;850;270;0;3,5;996;83;170;101
485;31;0;165;0;0;996;135;167;42
486;39;800;120;20;6;0;160;172;53
487;74;750;720;0;0;996;124;156;60
488;41;320;60;0;7;996;90;174;60
489;40;1500;120;40;6;0;104;185;72
490;44;600;120;0;0;996;52;172;80
491;67;400;180;0;0;996;125;160;85
492;24;0;120;0;5;996;104;146;88
493;41;3100;120;40;4;4;66;175;999
494;33;1800;90;40;4;0;72;175;90
495;66;700;180;0;0;996;69;162;60
496;51;1021;60;50;0,5;0;120;168;63
497;45;400;180;0;10;996;117;160;56
498;26;1400;120;40;3;0;125;168;75
499;76;400;210;0;0;996;60;168;64
500;74;600;240;0;0;996;70;160;74
501;57;0;120;0;0;996;123;164;58
502;83;600;120;0;0;996;60;155;82
503;38;430;90;0;2;996;163;172;90
504;29;150;120;0;0;996;85;164;65
505;56;1074;210;0;6;996;150;176;80
506;46;99997;60;40;10;4;96;181;112
507;40;550;180;0;0;996;50;180;93
508;64;900;130;0;5;996;34;166;75
509;23;900;180;20;0;5;65;175;71
510;67;1438;180;0;0;996;100;196;92
511;48;0;120;0;0;996;113;154;82
512;56;0;210;0;2;996;145;167;999
513;66;800;300;0;0;996;120;160;107
514;49;1450;180;45;0;36;41;176;90
515;22;200;180;0;0;996;55;180;54
516;74;99997;150;0;20;996;140;172;70
517;70;600;420;0;0;996;80;169;77
518;68;860;240;0;0;996;80;180;97
519;34;1000;120;20;10;0;80;164;72
520;37;99997;45;30;999,9;999;999;168;68
521;35;99997;120;45;5;0;116;176;73
522;36;2000;105;45;35;0;74;180;73
523;25;0;90;0;0;996;80;165;79
524;53;1750;210;36,5;1;7;85;162;65
525;61;99997;120;0;7;996;160;171;90
526;64;1875;180;0;0;996;90;167;81
527;41;0;45;0;0,5;996;100;166;80
528;23;790;210;20;4;0;130;169;80
529;32;1060;150;42;0,5;5;55;169;55
530;67;850;240;0;0;996;122;176;79
531;74;820;240;0;0;996;70;178;70
532;39;300;180;0;0;996;124;165;93
533;55;1875;120;50;1;0;160;176;84
534;58;600;90;0;10;996;250;160;91
535;18;300;300;45;3;7;998;173;68
536;30;1900;120;42;0;5;28;170;89
537;70;1063;180;0;0;996;110;167;78
538;34;99997;75;0;999,9;996;75;178;71
539;51;99999;150;62,5;0;0;998;158;56
540;48;2100;165;40;999,9;8;143;184;175
541;47;200;120;0;0;996;54;166;73
542;74;1400;240;0;0;996;64;184;87
543;26;1000;180;63;0;14;90;170;74
544;38;430;300;0;20;996;60;160;50
545;52;1200;60;38;0;21;44;160;90
546;22;1500;180;50;16;0;70;162;101
547;18;0;180;0;30;996;80;185;84
548;65;99997;180;0;12;996;58;173;74
549;70;900;300;0;0;996;49;171;63
550;50;99997;60;30;35;0;90;179;54
551;35;1800;180;35;20;0;94;176;90
552;58;1000;240;30;0,5;8;102;156;63
553;42;320;180;0;4;996;135;176;71
554;43;362;300;0;0;996;80;170;120
555;52;2500;90;42;1,5;0;120;176;65
556;26;1200;180;42;1;5;200;170;71
557;34;510;30;30;1;0;100;176;80
558;57;900;210;42;0;15;58;167;82
559;48;1000;120;50;0;0;90;172;69
560;73;99997;60;0;0;996;280;170;88
561;19;0;270;0;25;996;122;174;78
562;70;257;330;0;0;996;62;162;72
563;61;1350;180;40;2;10;62;162;75
564;62;2000;190;0;15;996;120;176;63
565;73;1000;180;0;0;996;84;170;90
566;65;1600;180;0;8;996;110;172;82
567;34;2500;180;40;14;10;86;173;70
568;70;723;240;0;0;996;59;164;75
569;68;900;120;0;0;996;96;165;60
570;74;286;300;0;0;996;60;170;80
571;65;300;9996;0;0;996;58;172;65
572;76;1625;300;0;0;996;60;174;82
573;64;890;300;0;0;996;61;159;81
574;54;99997;120;0;0;996;998;165;68
575;34;900;210;0;10;996;120;170;63
576;65;1300;180;0;1;996;60;175;65
577;50;1750;60;20;15;0;160;158;59
578;31;800;120;0;0;996;46;183;90
579;51;2375;60;55;30;0;100;174;52
580;25;450;240;0;10;996;120;180;85
581;43;600;600;0;0;996;22;174;82
582;50;2000;60;40;0;5;180;178;90
583;27;0;240;0;0,5;996;62;166;95
584;78;1200;240;0;0;996;90;177;63
585;52;0;60;0;4;996;85;168;100
586;40;1500;120;0;2;996;90;163;84
587;70;850;60;0;0;996;80;170;65
588;68;1300;120;0;0;996;80;173;90
589;23;900;360;0;0;996;55;170;70
590;32;225;360;0;30;996;60;173;92
591;18;0;60;0;5;996;100;183;64
592;59;1000;240;0;0;996;114;167;72
593;35;1250;60;38;0;0;95;181;90
594;64;1000;300;0;0;996;34;167;120
595;67;600;180;0;0;996;80;170;72
596;39;1188;60;40;0,5;21;56;168;68
597;59;410;210;0;2;996;50;156;62
598;73;900;120;0;0;996;50;160;99
599;68;99997;210;0;0;996;115;165;103
600;59;960;120;50;0;3;80;168;65
601;34;1100;120;0;20;996;60;178;82
602;35;1100;120;19;0;4;53;168;79
603;49;2700;120;38;3;14;67;160;85
604;29;1600;180;40;10;0;70;165;38
605;52;1700;120;45;0;0;125;176;60
606;29;1200;90;39;3;5;42;160;85
607;38;1100;180;20;0;5;69;175;104
608;66;1600;180;0;3;996;150;176;66
609;52;500;30;0;0;996;60;998;85
610;55;1900;150;46;6;0;120;182;75
611;33;1100;60;35;1;15;125;174;73
612;61;2625;120;60;4;0;135;168;58
613;28;1400;120;40;0;4;65;174;69
614;40;1800;180;40;20;0;120;180;72
615;31;600;210;0;4;996;110;160;86
616;64;1300;120;0;5,5;996;70;178;85
617;28;99997;120;0;3;996;75;168;83
618;44;1650;120;40;1;15;100;177;80
619;43;1200;150;40;0;42;78;165;88
620;46;99999;240;42;0;3;83;166;69
621;19;0;150;0;8,5;996;75;190;95
622;70;460;180;0;0;996;57;155;79
623;68;620;240;0;0;996;60;152;85
624;38;99997;20;60,5;40;0;320;171;75
625;57;99997;180;40;4;0;998;162;61
626;27;1000;270;0;0;996;64;166;70
627;62;99997;180;0;0;996;100;168;72
628;61;520;210;0;0;996;43;172;81
629;81;99997;120;0;0;996;50;168;77
630;83;1200;150;0;0;996;80;165;89
631;50;5000;60;60;3;0;180;185;89
632;73;150;150;0;0;996;112;160;84
633;45;600;210;0;70;996;57;168;90
634;38;2500;180;50;10;0;85;184;86
635;62;2700;130;0;2,5;996;180;191;80
636;62;900;240;0;0;996;120;170;60
637;65;1100;450;0;0;996;52;160;102
638;38;1438;120;38,5;0;14;75;165;58
639;77;1218;270;0;0;996;64;160;83
640;25;650;180;40;0;0;60;167;102
641;36;2000;120;37,5;4;0;90;164;999
642;43;700;60;0;3;996;115;167;73
643;73;0;150;0;0;996;120;160;79
644;37;590;60;29;5;0;130;173;63
645;54;950;180;45;3;0;140;169;55
646;75;1300;60;0;3;996;98;178;92
647;54;1295;240;40;3;4;81;180;65
648;48;1400;300;50;999,9;0;998;170;83
649;66;1500;240;0;0;996;110;176;72
650;39;1063;60;35;1;10;140;170;78
651;65;938;120;0;0,5;996;130;182;100
652;26;800;180;45;5;0;90;170;70
653;44;700;240;40;0,5;1;37;157;74
654;21;650;30;50;28;0;998;180;120
655;72;920;180;0;0;996;58;172;100
656;40;538;300;0;0;996;110;192;120
657;24;1200;150;39;15;6;95;168;77
658;46;2000;180;40;3;0;70;168;65
659;53;5000;150;40;2;3;185;178;110
660;38;630;180;0;6;996;98;163;53
661;39;450;90;0;1;996;57;189;100
662;80;2000;840;0;0;996;120;179;48
663;54;99997;180;0;0;996;130;173;69
664;64;0;180;0;0;996;120;163;66
665;26;1100;90;0;14;996;33;168;90
666;82;755;420;0;0;996;28;167;89
667;76;1350;180;0;0;996;70;170;51
